Name,Category,Data Collection step,Id
Savage Facts,Intellectual Dark Web,2,UCPvPtUY5MOoaQqg3i7xeEIw
Informative,Intellectual Dark Web,2,UC-c75h4LnBiLziZw0nzDm9w
DailyCallerVideo,Intellectual Dark Web,2,UCfDdlNLRVb1h3_7Xh-WhL3w
The Daily Truth,Intellectual Dark Web,2,UCTfTzFsutLOxGtmr5tqeKgA
MrAndsn,Intellectual Dark Web,2,UC26rydyZRPAr51aJ2k9QHTQ
Amazing Atheist,Intellectual Dark Web,2,UCjNxszyFPasDdRoD9J6X-sw
Liberty us,Intellectual Dark Web,2,UCFIwb4_NANvMLCbdqcOD6Vw
wikileaksplus,Intellectual Dark Web,2,UCAFa0zt3iJtEki2dotOfvrg
Trigger Happy Media,Intellectual Dark Web,2,UC8KbWhBEWVlEdkHmETx8MlA
bloggingheads.tv,Intellectual Dark Web,2,UCeamuoYuBeRnRRbmq5CmjVg
Benjamin A Boyce,Intellectual Dark Web,2,UCm13xHVNFVwzHzK3QHSaZ3Q
MG,Intellectual Dark Web,2,UCpuA3Aw-71YIVkk2yhV3Jjw
bmdavll,Intellectual Dark Web,2,UCRZsTalc2L7VjRJNzHeN4vg
Enlightainment,Intellectual Dark Web,2,UCJuJlgVsGrHF2713S93UeCQ
Pragmatic Entertainment,Intellectual Dark Web,2,UCtbEiMMo4xyU1hWa3Y5MsAw
Mike Nayna,Intellectual Dark Web,2,UCzk08fzh5c_BhjQa1w35wtA
xUnlimitedMagz,Intellectual Dark Web,2,UCVOpH1nJioh1d7UgTnZ98kg
theturningpointusa,Intellectual Dark Web,2,UCVrK_pMRp_q8IelpfUCTGLQ
PhilosophyInsights,Intellectual Dark Web,2,UCZViJTyN0OXTTuPQ2mimNWw
Make Cringe Great Again,Intellectual Dark Web,2,UC2nUwy3lWySoH2tWUiSeOgA
VikNand,Intellectual Dark Web,2,UCGyBhZvqlWjGZHNHrBzj2vQ
RobinHoodUKIP,Intellectual Dark Web,2,UCn1wSZL86FfGqZ3aDHiERgw
Jordan Peterson Fan Channel,Intellectual Dark Web,2,UCFh3dBRQToGvu8bjr-CdV4Q
Clash of Ideas,Intellectual Dark Web,2,UCzGwq0bZp0echSzCx0rjTFg
WisdomTalks,Intellectual Dark Web,2,UC4GzVIbK8bria6AOy43hY4Q
Kelly Day,Intellectual Dark Web,2,UCmeZAal3f9_0h3LmYiqNCag
Essential Truth,Intellectual Dark Web,2,UCFkDAsyfvgxqNyue4F4HHww
theovonk,Intellectual Dark Web,2,UC5AQEUAwCh1sGDvkQtkDWUQ
TheArchangel911,Intellectual Dark Web,2,UCt4byS0vUsmAB_hX4NHNUkA
Atheist Foundation of Australia Inc,Intellectual Dark Web,2,UCGMCH9ZQRfLT3qQpZIqGPzg
tmcleanful,Intellectual Dark Web,2,UCQZ1lsBP6eMCQXxk41XpMew
The Pondering Primate,Intellectual Dark Web,2,UCmVzhZ-0vh6sjLKHKGrGMRg
Maximilien Robespierre,Intellectual Dark Web,2,UCSiYkMylC3F_eQfIodMHkOw
AustralianNeoCon1,Intellectual Dark Web,2,UCzRWedsDooc3jEp1TuLjB4g
ZIEeICoZ,Intellectual Dark Web,2,UCxnEZ871BO_ONcbJKC1TG7w
Freedom Speaks,Intellectual Dark Web,2,UCJY11HEYjxGgXr9O24JzmHg
A1Cvenom,Intellectual Dark Web,2,UCPdJkk0VcWWiIQ1I6UFmV_w
Douglas Murray Archive,Intellectual Dark Web,2,UCUOn7uOg8vTCufzS9Nc5jFQ
Motte & Bailey,Intellectual Dark Web,2,UCQAX5byYdc8DTauoY0TzxiQ
The Unplugged Observer,Intellectual Dark Web,2,UCOh7DIo6IRIccz6QMkWkWlQ
Washington Watch,Intellectual Dark Web,2,UCWCtoOXSwTcbVjOiK8iFGUg
Thunderf00t,Intellectual Dark Web,2,UCmb8hO2ilV9vRa8cilis88A
Sargon of Akkad Live,Intellectual Dark Web,3,UC6cMYsKMx6XicFcFm7mTsmA
OneTruth4Life,Intellectual Dark Web,3,UC7KZFVVnKjiCzkxWD-Qrakg
The Amazing Lucas,Intellectual Dark Web,3,UCIgbxKzg2BpGN_AQ6uarXDw
Timcast,Intellectual Dark Web,3,UCe02lGcO-ahAURWuxAJnjdA
libertydollshouse,Intellectual Dark Web,3,UCaEgjV59fLXgnN5BJdLsD3Q
Bearing,Intellectual Dark Web,3,UCwW_vaMPlq8J4weKDsfeJzw
The Daily Wire,Intellectual Dark Web,3,UCaeO5vkdj5xOQHp4UmIN6dw
PragerUniversity,Intellectual Dark Web,3,UCZWlSUNDvCCS1hBiXV0zKcA
Bite-sized Philosophy,Intellectual Dark Web,3,UCo9QgwWCNEhDxL1gH-jxa8Q
Dose of Truth,Intellectual Dark Web,3,UCNdW82WWvjQEF5tUWVXvdKg
Sorting Myself Out,Intellectual Dark Web,3,UC2i_hx_UfauBFh5DA3YWfDg
ManOfAllCreation,Intellectual Dark Web,3,UC_SD8q_CLdAoeb1_uiJOvmA
HowTheWorldWorks,Intellectual Dark Web,3,UCtD9a-aXIYS6-e-8s7DISiw
Liberty Hangout,Intellectual Dark Web,3,UCQMb7c66tJ7Si8IrWHOgAPg
AgatanFoundation,Intellectual Dark Web,3,UCb062gdTsC6FPvnzCPVvsTw
pocketsofthefuture,Intellectual Dark Web,3,UCTYu3LHeW4GliTc5iBAkX-w
Undoomed,Intellectual Dark Web,3,UCTrecbx23AAYdmFHDkci0aQ
Beacom Of Light,Intellectual Dark Web,3,UCcdH7Be-X8famDsPVwIKEYA
The Heartland Institute,Intellectual Dark Web,3,UCzp8QlVd_hDLfK1LMLDu3dQ
Rekt Idiots,Intellectual Dark Web,3,UC2TNY0ME37MkgM15RpORfIw
John Ward,Intellectual Dark Web,3,UCkeGEMunZIoGUyP7z0pMYmQ
DronetekPolitics,Intellectual Dark Web,3,UCavk8KLWg5sWuDGrNIiqZ4A
Media Buzz,Intellectual Dark Web,3,UCpwjYJfgn_Q86MPV2OU264w
Davie Addison,Intellectual Dark Web,3,UC3EiomuXs-spYm7ZjAdHR6Q
Reverend Simon Sideways,Intellectual Dark Web,4,UCazjg_kYZHVqscSSB9lmhOA
ProductiehuisEU,Intellectual Dark Web,4,UCZO5CoTyLqv72wGluKwBzrA
JustInformed Talk,Intellectual Dark Web,4,UCm5CkXzGXb-A2XX0nuTctMQ
Vincent James of The Red Elephants,Intellectual Dark Web,4,UCDuIxfEt_VoI1yfARYmfCGA
MarkDice,Intellectual Dark Web,4,UCzUV5283-l5c0oKRtyenj6Q
Count Dankula,Intellectual Dark Web,4,UC7SeFWZYFmsm1tqWxfuOTPQ
TheIncredibleSaltMine,Intellectual Dark Web,4,UCx_SEanFxmYdkylVM1v3RDg
Galactic Bubble Productions,Intellectual Dark Web,4,UC3C9u_BSiOCQQGI4pjey9dQ
The Andrew Klavan Show,Intellectual Dark Web,4,UCyhEZKz-LOwgktptEOh6_Iw
Shannon Gibbs,Intellectual Dark Web,4,UC5aT3baqQh2eeN_mpVxVicA
Weaponized Nerd Rage,Intellectual Dark Web,4,UCoYT286QDrUp2hQbDb05FvA
TokenLibertarianGirl,Intellectual Dark Web,4,UCzIjg5vIfBGcdyLWu6lhXxw
patcondell,Intellectual Dark Web,4,UCWOkEnBl5TO4SCLfSlosjgg
A Call For An Uprising,Intellectual Dark Web,4,UCp5x5kxCgg_A220jNIsLyfA
Sinatra_Says,Intellectual Dark Web,4,UCl9s0VpZwQuvTCyZj_VtCwg
Actual Justice Warrior,Intellectual Dark Web,4,UCzzLIhDbFYU46T4VFBz_m_g
CoolHardLogic,Intellectual Dark Web,4,UCx3s3t5kpD4VMfJjDi5keXw
AltRight.com,Alt-right,1,UCSTy-H5lSiCcozas32sfJlQ
AmRenVideos,Alt-right,1,UCMLbmp5tcLxzahMLTmeM4lg
AmRen Podcasts,Alt-right,1,UCyZVnp-_owuoPlzNJNtaxZQ
Darkstream,Alt-right,1,UCGJNdaSwFeP3pLd1MhN0dRg
Voxiversity,Alt-right,1,UCutpp9X6rKErxUkv4wKBRPA
iambakedalaska,Alt-right,1,UCAgBUlIpzlJaE0693J3s97w
Baked Alaska 2,Alt-right,1,UCXfJ65sVQ5F3nJsm86yM6jA
Johnny Monoxide,Alt-right,1,UC2JVrseRgh0ccDQ7c8qnXTQ
NPI / Radix,Alt-right,1,UC_NPMpK-gZVIKqvDRljgbBA
Traditionalist Worker Party,Alt-right,1,UC4f8Z2XefBDL421pnNEQH0Q
Matt Forney,Alt-right,1,UCFc0stDRUkeBDc36qZeox1g
Red Ice TV,Alt-right,1,UCFUC7NaTxZanB_FVOJN92eg
augustussolinvictus,Alt-right,1,UCZmn5TswQ0m13ihKsbJ8Wzw
CounterCurrentsTV,Alt-right,1,UC94FYUJYBqq4CHPhfJUCxDw
Ayla Stewart Wife With A Purpose,Alt-right,1,UCZeP6H2mELnRI9imY5Iga0g
Black Pigeon Speaks,Alt-right,1,UCmrLCXSDScliR7q8AxxjvXg
Bre Faucheux,Alt-right,1,UCOtFVJUoek4TKZAaeQVhiLA
James Allsup,Alt-right,1,UCIZBXVGIJoJMXf8giib0IiQ
Jean-François Gariépy,Alt-right,1,UCowcNKm1w2GGw5U_XQeduhg
The Golden One,Alt-right,1,UCN0-RRaxMgh86eOwndAklxw
MillennialWoes,Alt-right,1,UCLfhh63n0fWn0gXXKQ5NWvw
MW Live,Alt-right,1,UCNP2yhz10CUEKhzHCUu2r4Q
The Reality Calls Show,Alt-right,1,UCmtALVZjXFzb4v3fIXDmDyw
Faith J Goldy,Alt-right,1,UClMWnUHbxJKJLUgloN1mPUA
Staying Woke,Alt-right,1,UCp-c7UZowNgx_sGtGCI8M1g
Jason Kessler,Alt-right,1,UC68k9B1W2GTDZv9e10ySrxA
Brittany Pettibone,Alt-lite,1,UCesrUK_dMDBZAf7cnjQPdgQ
Gavin McInnes,Alt-lite,1,UCPGxwlhPEJE89bT4gB6rzhg
Mike Cernovich,Alt-lite,1,UC87YBeLMwXhgaw5tcCxsXgQ
MILO,Alt-lite,1,UC0aVoboXBUx2-tVIWHc3W2Q
Blonde in the Belly of the Beast,Alt-lite,1,UCpbyOgUSjTSPpvVUAT2OyHw
Vee,Alt-lite,1,UC8RJExf7iNpV6tp6hvNtwww
Paul Joseph Watson,Alt-lite,1,UCittVh8imKanO_5KohzDbpg
Styxhexenhammer666,Alt-lite,1,UC0rZoXAD5lxgBHMsjrGwWWQ
Stefan Molyneux,Alt-lite,1,UCC3L8QaxqEGUiBC252GHy3w
Lauren Southern,Alt-lite,1,UCla6APLHX6W3FeNLc8PYuvg
Rebel Media,Alt-lite,1,UCGy6uV7yqGWDeUWTZzT3ZEg
Rebel Canada,Alt-lite,1,UCOwtpxZT8kXYfoj0W4XBrjw
Rebel Edge,Alt-lite,1,UCOZN0I173I_3aIDrPw0Irmw
Lauren Chen,Alt-lite,1,UCLUrVTVTA3PnUFpYvpfMcpg
No Bullshit,Alt-lite,1,UCZNk7Jjb2t8EuBdgn4Zj1cw
No Bullshit 2,Alt-lite,1,UCGQHgCgSdUtcWufqzBHDzhA
Laura Loomer,Alt-lite,1,UCsWnDtLWKEMJHKYCc9647yQ
Computing Forever,Alt-lite,1,UCT9D87j5W7PtE7NHOR5DUOQ
Andy Warski,Alt-lite,1,UC2h3yPmh9TfQv2z3aTDTHHA
America First with Nicholas J Fuentes,Alt-lite,1,UCsJ86N5n7fcEC_Ds8dYJKzA
Nick Fuentes Clips,Alt-lite,1,UCrVft1rhiJqIt7USDCwQ9Mg
Steve Trueblue,Alt-*,2,UCqDUhDiWJdk3inMxtEPOUWw
This is Europa,Alt-*,2,UCBceihEYR7elOoeWTuDhAzA
eliharman,Alt-*,2,UCPaDUD522GNh4WqMqTnzO2A
Stand Up Europe,Alt-*,2,UC1B82kNwoGlRwcFt3xWa6Rg
TheArmenianNation,Alt-*,2,UC3eWseER6XOMR6RcwcIJ23A
Survive the Jive,Alt-*,2,UCZAENaOaceQUMd84GDc26EA
Forgotten Roots,Alt-*,2,UCJpN-GBTchQaSVwBbefYMNg
ThuleanPerspective,Alt-*,2,UChBsOxskMpDmBAsgJ91fKcg
American Pride,Alt-*,2,UCUXTC5yhqkNTKDvK5-lAUJw
Engländer,Alt-*,2,UCg3sDb6KYo-IuU94Ym08H3g
The Alternative Hypothesis,Alt-*,2,UC2w1CQqPli4w94-PCg2UvJQ
AustralianRealist,Alt-*,2,UCHC60upCUfq7EAfw6oDQRDA
Brave New World,Alt-*,2,UC659f8KdxrINaB3Ta7TEZzg
Alt-Right Tankie,Alt-*,2,UCFWmmu2MmGW8Obc5pNDDJmw
Oppressed Media,Alt-*,2,UC6EyGxVgmTGt27_U9c_oz9g
The Iconoclast,Alt-*,2,UClJ8Z0YvEm-ClFj3fdQgQkw
Mark Collett,Alt-*,2,UCdf14z6V0MWNeVcbAz0r8wQ
David Icke,Alt-*,2,UCAhmDfQ1LfOYECmNNWgXJ7Q
Argent,Alt-*,2,UC0uWCUBVPIhgsjai2RN1buQ
Charles Zeiger,Alt-*,2,UC7zgrGKsGDeeu9xrz2qNTXg
grapjas60,Alt-*,2,UCGwD6FIVFso2IJQmFGgDNKA
Luke Ford,Alt-*,2,UCEYmda1KQTjrhLBeWutKuGA
Revcon Media,Alt-*,2,UCc7nGMWfSL48llqTeyQNQ_Q
andy nowicki,Alt-*,2,UCSTp3xBWG5SbMiDwjJQQ0Lg
Real McGoy,Alt-*,2,UCoHbKigbQVbt6mygvfKwgmA
American Pride 2,Alt-*,2,UCxBZXHQ2aTr8Bdw8s5ZY4xQ
Kirix,Alt-*,2,UCPHCKNP3VeIHRIiWQ5612aw
BigCatKayla Livestreams,Alt-*,2,UCP9oVEmpxbxmHd1_s3w6wTw
thkelly67,Alt-*,2,UCIKAZwaFnH_QX1ddYDQf-lg
Alt Right,Alt-*,2,UChKlct63f5tEY-twY8TKAcg
Augustus Invictus for United States Senate,Alt-*,2,UCsdPzJBJYQlsKigw_3XTqJw
News2Share,Alt-*,2,UCbBm6SZ235HFxwVKC7Po5IA
Revenge Of The Cis,Alt-*,2,UC7Ql1bhBYk8LVMpZfkRZJGQ
Liberty.me,Alt-*,2,UC9GLI2PKK0SBl4s9TBBmZDw
Liberty Machine News,Alt-*,2,UCso6oQ3qy7z61Fr8b0WNBMw
Nationalist Media Network,Alt-*,2,UCuVUvrf4H3XnwNa2yvFXxYA
No White Guilt,Alt-*,2,UCkY8CvV8WQFe87CZGmvuYHA
Be Open MInded,Alt-*,2,UCRRiIGO2htEoKTB73q9Mjsw
AIU-Resurrection,Alt-*,2,UCplXdu0g94UynzYCmO2zOjw
Tree Of Logic,Alt-*,2,UCl3RCEtooHD5bhPCHJw3btA
DailyKenn,Alt-*,2,UCbukZErY9SjdGTHabMzY7qg
Dismantle The Matrix,Alt-*,2,UCQZdMTHwIw_fZRk0wI8oqkQ
Nacionalista Blanco del SoCal,Alt-*,2,UCtBv3C8qTj7kaRGVu8UQfLQ
The Great Dolemite,Alt-*,2,UC2LSaEGBHvAvNf9ufcJfk2w
AltRight Truth,Alt-*,2,UC7tlcXIInkPG5aCkWB9lZOQ
Patrick Slattery,Alt-*,2,UCQB3Xg02E0MOlyfitgw2qhg
Luke Ford Livestreams,Alt-*,2,UCSFVD7Xfhn7sJY8LAIQmH8Q
TheSchillingShow,Alt-*,2,UCtLAZi2CZmDgwgQ51XpqcDQ
ArktosOnline,Alt-*,2,UC0h-sR-xyYLX7sSO46ovo2A
ramzpaul,Alt-*,2,UCIibK0GTXCaQCAamJAepm1g
Free Thinker Silver,Alt-*,2,UCwtGHPbMWBRvfGCyDQ-bNfQ
WhiteRabbitRadioTV,Alt-*,2,UCkXYznmArMELRxH_36uM1lQ
Traditionalist Youth Network,Alt-*,2,UCKmcfC22VcMbUMJAAWq9zdw
Corpus Mentis,Alt-*,2,UCvX0YZy3iET81JImRRKnAfQ
Dissident View,Alt-*,2,UCnXCniozJS4YQAM9n0ocKzQ
Truth Against The World,Alt-*,2,UCoWQunH1zvFa6u3IoMXQjRw
The Hateful Gaels,Alt-*,2,UCDhuG96y6kUT7tcFgHGj1Ug
The Last Stand,Alt-*,2,UCnxxPKzboofuvEjFGofkm9A
Semiogogue,Alt-*,2,UCck4tqn4wHb3jDhUn9dDVMg
Western Man,Alt-*,2,UC88rnCuWgaW5KX1zIKr3SUQ
Jan Kerkoff,Alt-*,2,UCK68w5LvF6DIOqZAU0uUqSQ
jackburton2009,Alt-*,2,UCGUg8tKiuqCM3ZCAy3XdmKA
The Rational Rise,Alt-*,2,UCdEfsAy6rUDPnm9HwKA_asg
Brother Nathanael,Alt-*,2,UCtBqVgzL_cDv_t9o2hFiXXg
6oodfella,Alt-*,2,UCBVYmXSIzHq_gXMZpsfd9kg
Tommy Robinson,Alt-*,2,UC6wdP5hTf_phre6Q3kFiV2g
On The Offensive,Alt-*,2,UCcrgJyI1bSysVE92HPpNNiw
Carpe Donktum,Alt-*,2,UCgkZARt0VNW7WKS5DOg8sDA
Harrison Hill Smith,Alt-*,2,UCq44SkRjuB4EOO-1pfOJzzA
Matthew North,Alt-*,2,UC66IBH4uFkBTzEh2olFFJSg
nightmarefuel,Alt-*,2,UCyOOQJzQSNMjFJqb3gQENtg
Patriotic Populist,Alt-*,2,UCFIyHT6yySaDiAUnqx_qNKg
The Fallen State,Alt-*,2,UCLrVxw4H4ZJ3LovpdbzF7bw
Help Me Believe,Alt-*,2,UCsHVE2H24t5QKIrwMRylifg
Zach Hing,Alt-*,2,UCKzrGgxorDwLcVKeaB7euvw
UNITE AMERICA FIRST,Alt-*,2,UCNohUmuAnQa29YmaxzbaksA
Dinesh D'Souza,Alt-*,2,UC8GAOCAJxBL4bExaUCvwL4Q
Jacob Wohl,Alt-*,2,UCBw4kFsnixcIm3mef2cvfjg
Tipping Point With Liz Wheeler on OAN,Alt-*,2,UCMfKNuYXBc9bxb0fg2cGTBg
Stream Clips,Alt-*,2,UCWs35ztZWrw6pKc2dz3s0GA
Palmer Eldritch,Alt-*,2,UCTnN7rhfuycUklcFZCnKKrA
Anti-Social Media,Alt-*,2,UC2KAZE9bOba6qDxxCMMgzvw
The James Delingpole Channel,Alt-*,2,UCur6nu-T7FilkEztCm_S8yA
BlazeTV,Alt-*,2,UCKgJEs_v0JB-6jWb8lIy9Xw
Dangerfield,Alt-*,3,UCSkC7KNQHSSeOfRGtKgDm4A
The Lion,Alt-*,3,UCRAxuaq1xwUGuQ_KaOYbUXg
NeatoBurrito Productions,Alt-*,3,UCZtDKD0pFpPclXA7ZAti90w
Morrakiu,Alt-*,3,UCJpdwEg7vrj_61e0Bfnx02w
Prince of Zimbabwe,Alt-*,3,UCVO8YsD87ibqRGIJ7o8sOzg
Little Revolution,Alt-*,3,UCcAhXQl-YWTU9wzfm5R5t7g
14 Sacred Words,Alt-*,3,UCQHb0fs5LiCGf8E8o_duxNQ
jaydyer,Alt-*,3,UCnt7Iy8GlmdPwy_Tzyx93bA
TheBechtloff,Alt-*,3,UClQPwGSqpatKM-NZJ_DGfhw
The Daily Braap,Alt-*,3,UCBzqti45iz4YLZ4z8u1BuOQ
The Weekly Sweat,Alt-*,3,UC9azT7MBd3jU4DoTt0AW3gw
Laura Towler,Alt-*,3,UCRWRClsBI3p9gnYO8UBst2g
MichelleRempel,Alt-*,3,UCySf1uJJxjMDryRywEzUR2w
TRS Radio,Alt-*,3,UC9E2GVCdoEQGd1MN-JRkjNw
nickmon1112,Alt-*,3,UCzoOMUc5bPOVcCrqyzVfn8Q
Dr. Steve Turley,Alt-*,3,UCCsiAKRKcgzA_372WbXNBaw
AllNationsParty,Alt-*,3,UC2AopvAmRGD2rGjG6PK97Hg
LibertarianRealist2,Alt-*,3,UC3FqYK9UCKtmcTwSYo7mwpw
LaughingMan0X,Alt-*,3,UCr6gdokI-jE_T1b5AmOOdxg
Oswald Spengler,Alt-*,3,UCIfnKm98q78j2ZNcfSQhhCQ
Marie Cachet,Alt-*,3,UCLM6JlQkQ9tltBL9Bipci9g
Tea Clips,Alt-*,3,UCZMoAfVZKRS2HKA_gTPQY0g
Alt Hype Streams,Alt-*,3,UCkbPk0OHdeOnjciSgdzxuzQ
Serp Kerp,Alt-*,3,UC0b-vEnPRxtkMJj7xxDnJIA
ataxin,Alt-*,3,UClEDJq5JqDRGo8u8_lYO4gw
The Revolutionary Conservative,Alt-*,3,UCRr7mGBwURyRGM2BRPV3hNQ
The Propertarian Institute,Alt-*,3,UCpJykKGRQ4601DzVkkGk7bA
Danny 1488,Alt-*,3,UCWoPKumdlQTSw1M4UPsYXzQ
Borzoi Boskovic,Alt-*,3,UCao3EH2t9wOFPmu2F4i4bag
Aydin Paladin,Alt-*,3,UCUowFWIWGw6Pv2JqfEj8njQ
The Leftovers,Alt-*,3,UCmzjD8K7LfpkYs-hs3fZP1w
VertigoPolitix,Alt-*,3,UCP-rwC3mqNH1cVYYVZHziKw
Sanity 4 Sweden,Alt-*,3,UCFSx08Ew0iiWKyAz54Opdhw
OnlineWipe,Alt-*,3,UC7-24nwy8Zg_Yweu6ujnZjA
Matrix Wisdom,Alt-*,3,UCyYocf7ysbu2Fa2PWs3kE0A
NateTalksToYou,Alt-*,3,UCvBSa6Tzhiz7MrVI_DkwvWA
Slightly Offens*ve,Alt-*,3,UCMRxoFJPZiBcxgFzxN0ao-w
Jericho Green,Alt-*,3,UCYY-xsfMg0TKz-gwQOMhcWA
The Toxic Male Clips,Alt-*,3,UCfMd9UCvNrwoF9Q90_thPlQ
brianoflondon,Alt-*,3,UCu76O9Ye9k633b2VaLg9cPA
Demirep,Alt-*,4,UCz-y9OLmILUM1HGCE4Ffbkw
MR. OBVIOUS,Alt-*,4,UCyznn3etx_6fSK7576JSrKg
SolidShibe,Alt-*,4,UCEck8KzJ_vDtrOBHfoT5q4Q
Awakened Saxon,Alt-*,4,UCVyzFlPnWjqrgVljH8QUiCQ
NewEuropeANP,Alt-*,4,UC7FwgvmNdQC_3KJhew7cfNQ
InvincibleNumanist,Alt-*,4,UCI3rQP3WFT_GwNRtnjHHqzw
SkidRowRadio,Alt-*,4,UCrPxYLadOjSyh3iQkvw_SJw
IRmep Stream,Alt-*,4,UCO7RCW2ep2QtzYGMz6g7Uqw
Toad McKinley,Alt-*,4,UCDPujMbho9Nq-iB7aTJsMUQ
Mad at the Internet,Alt-*,4,UCgpVO5oxAh7oMk3vynU-2Vg
Mister Metokur,Alt-*,4,UCfYbb7nga6-icsFWWgS-kWw
big think,center,control,UCvQECJukTDE2i6aCoMnS-Vg
today i found out,center,control,UC64UiPJwM_e9AqAd7RiD7JA
mental floss,center,control,UCpZ5qUqpW4hW4zdfuBxMSJA
the economist,center,control,UC0p5jTq6Xx_DosDFxVXnWaQ
relevant magazine,center,control,UC4WdIJ_D_lJb87uE3JV5SgQ
abc news australia,center,control,UCVgO39Bk5sMo66-6o6Spn6Q
consumer reports,center,control,UCOClvgLYa7g75eIaTdwj_vg
world economic forum,center,control,UCw-kH-Od73XDAt7qtH9uBYA
c-span,center,control,UCb--64Gl51jIEVE-GLDAVTg
financial times,center,control,UCoUxsWakJucWg46KW5RsvPw
harvard business review,center,control,UCWo4IA01TXzBeGJJKWHOG9g
military.com,center,control,UC7F2QS7wk6Eq9Z4uabl5rmg
vocativ,center,control,UCe2PK9vNxfogdvkx4jqB8uQ
wion (world is one news),center,control,UC_gUM8rL-Lrg6O3adPW9K1g
the indian express,center,control,UCJEDFSxHHOW1PpBccdSxOTA
makeuseof,center,control,UCfXdejDvNviqilmJ9DvGuow
news24 (south africa),center,control,UC_vRepQuzI527GtEP1pGYZw
recode,center,control,UCMDxbhGcsE7EnknxPEzC_Iw
investopedia,center,control,UCvwFhI0mrIWDiZUabRapS5Q
vox,left,control,UCLXo7UDZvByw2ixzpQCufnA
young turks,left,control,UC1yBKRuGpC1tSM73A0ZjYjQ
gq magazine,left,control,UCsEukrAd64fqA7FjwkmZ_Dw
msnbc,left,control,UCaXkIU1QidjPwiAYu6GcHjg
vanity fair,left,control,UCIsbLox_y9dCIMLd8tdC6qg
mashable,left,control,UCL8Nxsa1LB9DrMTHtt3IKiw
cosmopolitan,left,control,UC4LADtN8xwppFydHUB1s5uA
huffington post (huffpost),left,control,UCZfsrIV68Oegr5bJgAMLBDA
elite daily,left,control,UCqLj_VGACwmDa0FZ4UV3j-w
democracy now,left,control,UCzuqE7-t13O4NIDYJfakrhw
people magazine,left,control,UCGbQJy-531_5vfphay-rChQ
rappler,left,control,UCdnZdQxYXnbN4uWJg96oGxw
new yorker,left,control,UCsD-Qms-AkXDrsU962OicLw
ring of fire,left,control,UCYWIEbibRcZav6xMLo9qWWw
upworthy,left,control,UCswDowOOvJ-fkCgH9YAITjQ
uproxx,left,control,UCueKD4jxzgHvCISK2pBt0cQ
slate,left,control,UCYC4ijpFZY_CtdElWFyy-Gg
merry jane,left,control,UCSecgeLcJ6qXmE-tgOMYM1Q
good magazine,left,control,UCeHHAF22PljrnnjskZeljmg
new york magazine,left,control,UCJNMUA0J-hgaTmiNEYZf2Jw
abc news,left-center,control,UCBi2mrWuNuyYy4gbM6fU18Q
vice news,left-center,control,UCZaT_X_mc0BI-djXOlfhqWQ
bbc,left-center,control,UC16niRr50-MSBwiO3YDb3RA
wired magazine,left-center,control,UCftwRNsjfRo08xYE31tkiyw
cbs news,left-center,control,UC8p1vwvWtl6T73JiExfWs1g
ndtv,left-center,control,UCZFMm1mMw0F81Z37aaEzTUA
the verge,left-center,control,UCddiUEpeqJcYeBxX1IVBKvQ
new york times,left-center,control,UCqnbDFdCpuN8CMEg0VuEBqA
glamour magazine,left-center,control,UCY9eEaH19ulZmdusctU1ejA
scoopwhoop,left-center,control,UCx2HcmpB-UZGkMXOCJ4QIVA
bloomberg,left-center,control,UCUMZ7gohGI9HcU9VNsr2FJQ
business insider,left-center,control,UCcyq283he07B7_KUX07mmtA
sky news,left-center,control,UCoMdktPbSTixAyNGwb-UYkQ
cbc news,left-center,control,UCuFFtHWoLl5fauMMD5Ww2jA
nbc news,left-center,control,UCeY0bbntWzzVIaj2z3QigXg
pbs news hour,left-center,control,UC6ZFN9Tx6xh-skXCuRHCDpQ
usa today,left-center,control,UCP6HGa63sBC7-KHtkme-p-g
the guardian,left-center,control,UCHpw8xwDNhU9gdohEcJu4aA
engadget,left-center,control,UC-6OW5aJYBFM33zXQlBKPNA
republic world,left-center,control,UCwqusr8YDwM-3mEYTDeJHzw
time,left-center,control,UC8Su5vZCXWRag13H53zWVwA
washington post,left-center,control,UCHd62-u_v4DvJ8TCFtpi4GA
hollywood reporter,left-center,control,UCZ8Sxmkweh65HetaZfR8YuA
techcrunch,left-center,control,UCCjyq_K1Xwfg8Lndy7lKMpA
cnbc,left-center,control,UCvJJ_dzjViJCoLf5uKUTwoA
rolling stone,left-center,control,UC-JblcinswY50lrUdSaRNEg
lifehacker,left-center,control,UCYGnmkFGP4EgAOqu58JA_lg
real news network,left-center,control,UCrmm_7RDZJeQzq2-wvmjueg
global news,left-center,control,UChLtXXpo4Ge1ReTEboVvTDg
feminist frequency,left-center,control,UC7Edgk9RxP7Fm7vjQ1d-cDA
press tv,left-center,control,UCaFxVc4xHOea6s5CO0eBxIA
global citizen,left-center,control,UCg3_C7BwcV0kBlJbBFHTPJQ
(the)atlantic,left-center,control,UCK0z0_5uL7mb9IjntOKi5XQ
la times,left-center,control,UCw3SYO_euO0TSPC_m_0Pzgw
san francisco globe,left-center,control,UCeFBQmxaVN-grC9sFmz5ucA
yahoo news,left-center,control,UCF7hznHog_lCTbwxjj1jrPg
ctv news,left-center,control,UCi7Zk9baY1tvdlgxIML8MXg
scroll.in,left-center,control,UCl8zB2LZOiLLV0jYUMpTEgA
new york daily news,left-center,control,UCx-h2AWPCBJEqzH9HXe2ZIA
